FLAG_MALE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,FLAG_EMPLOYED,DAYS_AGE,FLAG_CHILDREN,FLAG_APPROVED
False,False,True,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,23153,False,True
False,False,True,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,-5550,False,False,True,Managers,2.0,True,17289,True,False
False,False,True,1,67500.0,Working,Secondary / secondary special,Separated,With parents,-2635,False,False,False,Medicine staff,2.0,True,10345,True,True
True,True,True,1,270000.0,Working,Higher education,Married,House / apartment,-1137,False,False,False,Laborers,3.0,True,17193,True,False
False,False,False,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-10993,True,False,False,,2.0,False,18868,False,True
True,False,False,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-921,True,False,False,,1.0,False,8489,False,False
False,False,False,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,False,True,False,,1.0,False,23299,False,False
True,False,False,1,130500.0,Working,Incomplete higher,Married,Rented apartment,-1808,True,True,False,,3.0,False,11331,True,False
False,False,False,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-309,False,False,False,Cooking staff,2.0,True,15563,False,False
False,False,False,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,False,False,,1.0,False,21135,False,False
False,False,True,1,225000.0,Working,Higher education,Married,House / apartment,-1344,False,False,False,Sales staff,3.0,True,13071,True,True
False,False,False,0,202500.0,State servant,Higher education,Married,House / apartment,-1348,False,True,False,Laborers,2.0,True,17274,False,True
True,False,True,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3411,False,False,False,Laborers,4.0,True,15016,True,True
True,True,True,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-926,False,False,False,Laborers,4.0,True,12170,True,False
True,True,False,0,382500.0,State servant,Higher education,Married,Office apartment,-4174,False,False,False,,2.0,False,11960,False,False
True,True,True,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2898,False,False,False,Drivers,2.0,True,12323,True,False
False,True,True,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-521,False,True,True,Core staff,3.0,True,17297,True,False
False,False,False,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-1262,True,True,False,Laborers,2.0,True,16856,False,False
False,True,True,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-3269,True,False,False,Sales staff,3.0,True,15999,True,False
False,False,False,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,True,False,,1.0,False,21688,False,True
False,False,True,0,112500.0,Working,Higher education,Married,House / apartment,-4004,False,False,False,Accountants,2.0,True,12114,False,False
False,False,True,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22799,False,True
False,True,True,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,-2713,True,True,False,Sales staff,4.0,True,10815,True,True
False,True,False,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21878,False,True
False,False,True,0,270000.0,Working,Higher education,Widow,House / apartment,-2622,False,False,True,Managers,1.0,True,19301,False,True
False,True,True,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-4451,False,False,False,Cooking staff,4.0,True,12690,True,True
False,True,True,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2747,True,False,False,,4.0,False,12539,True,False
False,True,False,0,180000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-3780,False,False,False,Core staff,2.0,True,21713,False,True
False,True,True,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-3840,False,False,True,Medicine staff,3.0,True,13545,True,False
False,True,True,1,135000.0,Working,Secondary / secondary special,Married,With parents,-117,False,False,False,Private service staff,3.0,True,10532,True,False
False,False,True,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-3435,True,True,True,,2.0,False,14897,False,False
False,False,True,0,112500.0,Working,Higher education,Married,House / apartment,-3942,True,True,False,Core staff,2.0,True,12593,False,False
False,False,True,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21531,False,False
True,True,False,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1915,False,True,False,Laborers,3.0,True,18934,True,False
False,False,True,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1026,False,False,False,Core staff,3.0,True,11472,True,False
False,False,False,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,-2757,True,True,False,Waiters/barmen staff,1.0,True,20934,False,False
False,False,True,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-1132,True,True,False,Sales staff,3.0,True,12723,True,False
False,False,False,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,20116,False,False
False,True,False,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-8443,True,True,False,,2.0,False,17370,False,False
False,False,True,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1721,False,True,False,,3.0,False,10473,True,False
True,True,True,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-2135,True,False,False,Laborers,1.0,True,9862,False,True
True,True,True,0,270000.0,Working,Higher education,Married,House / apartment,-412,False,False,False,Drivers,2.0,True,10942,False,True
False,False,False,0,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-1434,True,True,False,Low-skill Laborers,2.0,True,11009,False,False
False,False,True,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,True,False,,1.0,False,21056,False,True
False,False,True,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,False,False,,1.0,False,21497,False,False
False,False,False,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-3273,True,True,False,Secretaries,2.0,True,17355,False,False
False,False,True,0,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-2226,True,False,False,Sales staff,2.0,True,12098,False,False
True,False,False,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-685,False,True,False,Laborers,3.0,True,14829,True,True
True,True,False,2,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-3243,False,True,False,Laborers,4.0,True,10293,True,True
True,False,False,2,405000.0,Working,Secondary / secondary special,Married,Office apartment,-840,False,False,False,,4.0,False,12575,True,True
True,True,True,2,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-3684,True,False,False,Managers,4.0,True,15934,True,False
False,False,True,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-747,True,True,False,Medicine staff,2.0,True,12438,False,True
False,False,True,0,157500.0,Pensioner,Higher education,Married,House / apartment,365243,False,True,False,,2.0,False,22414,False,True
True,True,True,0,198000.0,Working,Secondary / secondary special,Married,House / apartment,-1159,False,False,False,Drivers,2.0,True,21111,False,False
True,False,True,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-6004,True,True,False,Laborers,4.0,True,13828,True,True
False,False,False,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,365243,False,False,False,,1.0,False,21471,False,True
False,False,True,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-1477,False,False,False,Medicine staff,2.0,True,15541,False,True
True,True,True,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-824,True,True,False,High skill tech staff,5.0,True,14192,True,True
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,False,False,,1.0,False,23018,False,True
False,False,False,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,23864,False,False
True,False,True,0,135000.0,Working,Higher education,Married,House / apartment,-7097,False,False,False,Laborers,2.0,True,19780,False,True
False,True,True,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-819,True,True,False,Private service staff,3.0,True,12564,True,True
True,False,False,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-3596,False,False,False,Laborers,2.0,True,18281,False,False
False,False,False,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,True,False,,1.0,False,23130,False,False
False,False,False,0,157500.0,Working,Incomplete higher,Married,House / apartment,-917,True,False,False,Managers,2.0,True,12402,False,False
False,False,True,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-514,False,True,False,Laborers,3.0,True,18682,True,True
False,False,True,0,157500.0,Working,Incomplete higher,Married,House / apartment,-3880,False,True,True,Core staff,2.0,True,10585,False,False
False,False,True,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22381,False,True
False,False,True,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-185,False,True,False,Sales staff,3.0,True,14133,True,False
True,True,True,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1982,False,False,False,Sales staff,3.0,True,17147,True,False
True,False,True,3,157500.0,Working,Higher education,Married,House / apartment,-3918,False,False,False,Laborers,5.0,True,14238,True,False
True,True,True,0,135000.0,Working,Secondary / secondary special,Married,With parents,-3111,False,False,False,Core staff,2.0,True,16271,False,True
False,False,True,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-321,False,False,False,Sales staff,3.0,True,10855,True,False
False,True,False,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-2142,False,False,False,Laborers,1.0,True,13546,False,False
True,True,False,0,202500.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,20195,False,False
False,True,True,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-576,False,False,False,Managers,4.0,True,15801,True,True
False,False,True,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1171,True,False,False,Sales staff,1.0,True,8955,False,False
False,False,True,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-5788,False,False,False,Low-skill Laborers,2.0,True,15342,False,True
True,False,True,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-3110,True,True,False,Laborers,2.0,True,14123,False,False
False,True,True,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,23683,False,True
False,True,False,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-586,True,True,False,,2.0,False,13557,False,True
False,False,True,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-133,False,False,False,,3.0,False,8520,True,True
True,False,False,0,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-399,False,False,False,Laborers,2.0,True,9966,False,False
False,True,True,1,135000.0,State servant,Higher education,Married,House / apartment,-6659,False,False,False,Core staff,3.0,True,15243,True,False
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,False,False,,1.0,False,22119,False,True
True,True,True,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-5176,False,False,False,Laborers,3.0,True,14962,True,False
False,False,True,0,175500.0,Commercial associate,Higher education,Married,House / apartment,-2227,True,True,False,Managers,2.0,True,15248,False,True
False,False,False,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,365243,False,False,False,,2.0,False,19700,False,False
True,False,True,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-1061,False,False,False,Laborers,1.0,True,8755,False,True
False,False,True,1,99000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-4034,True,False,False,Laborers,3.0,True,11392,True,True
False,False,False,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,False,False,,1.0,False,22271,False,True
True,True,False,0,99000.0,Pensioner,Higher education,Married,House / apartment,365243,False,True,False,,2.0,False,24189,False,False
False,False,True,0,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,False,False,False,,2.0,False,22042,False,True
False,False,True,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-314,True,False,False,Accountants,3.0,True,11032,True,False
False,False,True,0,108000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,False,False,False,,2.0,False,22849,False,False
False,False,True,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-1283,True,True,False,Cleaning staff,1.0,True,21646,False,False
True,False,True,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1340,False,False,False,Drivers,3.0,True,9547,True,False
False,False,False,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-9363,False,False,False,Medicine staff,2.0,True,17164,False,True
False,True,False,0,103500.0,Working,Higher education,Married,House / apartment,-2561,True,True,False,Sales staff,2.0,True,14276,False,False
True,True,True,0,360000.0,Working,Incomplete higher,Married,House / apartment,-122,True,True,False,Sales staff,2.0,True,9906,False,True
False,True,True,0,202500.0,Working,Higher education,Single / not married,House / apartment,-1782,True,False,False,Laborers,1.0,True,17979,False,True
False,False,True,0,67500.0,Working,Higher education,Married,House / apartment,-1081,True,True,False,,2.0,False,10728,False,True
False,False,False,2,180000.0,State servant,Higher education,Married,House / apartment,-2808,True,False,False,Core staff,4.0,True,11075,True,True
False,False,False,0,90000.0,Working,Higher education,Married,House / apartment,-5525,False,True,False,,2.0,False,19828,False,True
False,False,False,0,135000.0,Working,Secondary / secondary special,Married,With parents,-869,False,False,False,,2.0,False,12278,False,False
False,False,True,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-7213,False,False,False,Medicine staff,2.0,True,18333,False,True
True,False,True,0,121500.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,21410,False,False
True,False,True,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1473,True,True,False,Laborers,3.0,True,18719,True,False
False,True,True,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1993,False,True,True,High skill tech staff,2.0,True,17840,False,True
False,False,True,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9559,False,False,False,Realty agents,2.0,True,17401,False,False
False,False,True,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21732,False,True
False,False,False,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-2713,True,False,False,Sales staff,2.0,True,11309,False,True
False,False,True,1,105750.0,Working,Secondary / secondary special,Married,With parents,-1386,False,False,False,Cleaning staff,3.0,True,12753,True,True
False,False,True,1,180000.0,Working,Higher education,Separated,House / apartment,-2470,False,False,True,,2.0,False,16554,True,True
True,True,True,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-839,False,True,False,Managers,4.0,True,13465,True,True
False,False,True,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-2545,True,True,False,Laborers,2.0,True,11268,False,False
True,True,False,0,121500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-108,False,False,False,Laborers,1.0,True,9215,False,False
False,False,False,0,45000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-5547,False,False,False,,1.0,False,19906,False,True
False,False,False,0,99000.0,Working,Secondary / secondary special,Married,With parents,-5453,True,False,False,Medicine staff,2.0,True,19566,False,False
False,False,False,0,89550.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,False,False,,1.0,False,23426,False,False
False,False,True,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3170,True,True,False,Laborers,3.0,True,10112,True,True
False,False,False,0,247500.0,Working,Higher education,Separated,House / apartment,-1800,False,True,False,High skill tech staff,1.0,True,18696,False,True
True,True,True,0,135000.0,Working,Lower secondary,Married,With parents,-1866,False,False,True,Laborers,2.0,True,9981,False,False
False,False,True,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,False,True,False,,2.0,False,21369,False,False
True,False,True,2,360000.0,State servant,Higher education,Married,House / apartment,-5639,False,True,False,Managers,4.0,True,16027,True,True
False,True,False,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3242,True,False,False,Sales staff,5.0,True,11128,True,True
False,False,True,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-1751,False,False,False,,2.0,False,9301,False,False
True,False,True,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1508,False,False,False,Drivers,3.0,True,15171,True,True
True,True,True,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-901,False,False,False,,2.0,False,17011,False,False
True,False,False,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1016,True,True,False,Laborers,3.0,True,13676,True,False
False,False,True,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2175,False,True,False,Sales staff,2.0,True,18435,False,True
True,True,True,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-2236,False,False,False,Drivers,2.0,True,11226,False,False
False,False,True,1,112500.0,Working,Higher education,Married,House / apartment,-2207,False,True,False,Sales staff,3.0,True,13656,True,True
False,False,False,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3444,False,False,False,,2.0,False,16989,False,False
False,False,True,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,False,True,False,,2.0,False,21216,False,False
False,False,True,1,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-1619,False,False,False,,3.0,False,10278,True,False
False,False,True,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-3608,False,False,False,Laborers,2.0,True,19750,False,True
True,False,True,1,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-3506,False,False,False,Managers,2.0,True,16606,True,True
True,False,True,1,616500.0,Commercial associate,Higher education,Married,House / apartment,-4239,False,False,False,Managers,3.0,True,13242,True,False
False,True,False,4,202500.0,Working,Incomplete higher,Married,House / apartment,-4395,False,False,False,Core staff,6.0,True,12448,True,True
False,False,True,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-2514,False,False,True,Core staff,3.0,True,11206,True,False
False,True,True,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-705,False,False,False,Sales staff,2.0,True,14602,False,True
False,True,False,1,189000.0,Commercial associate,Higher education,Married,House / apartment,-218,False,False,False,Sales staff,3.0,True,10408,True,True
False,False,True,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,20266,False,False
True,False,True,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,-611,False,False,False,High skill tech staff,3.0,True,16848,True,False
False,False,True,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1862,False,True,True,Core staff,3.0,True,16505,True,False
False,False,True,2,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-249,False,False,False,Sales staff,4.0,True,10081,True,True
False,False,True,0,157500.0,Pensioner,Higher education,Married,House / apartment,365243,False,True,False,,2.0,False,22414,False,True
False,False,False,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,20970,False,False
False,False,True,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,24044,False,True
False,True,False,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,-3078,True,False,False,Managers,1.0,True,11406,False,True
False,False,True,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3092,True,True,False,Managers,2.0,True,20301,False,False
False,False,True,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,21529,False,False
True,False,True,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2875,False,False,False,Laborers,5.0,True,14035,True,False
False,False,False,0,202500.0,Commercial associate,Higher education,Married,Municipal apartment,-4709,False,False,False,,2.0,False,13899,False,True
False,True,True,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22800,False,True
True,True,False,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3913,True,True,False,Drivers,2.0,True,17452,False,True
False,False,True,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,18514,False,False
False,False,True,1,85500.0,Working,Secondary / secondary special,Married,House / apartment,-859,True,False,False,Waiters/barmen staff,3.0,True,16525,True,False
True,True,True,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,-2727,False,False,False,Managers,7.0,True,11384,True,False
True,False,True,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-884,True,True,False,,4.0,False,12705,True,False
False,False,False,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-2235,True,False,False,Laborers,2.0,True,15653,False,False
False,False,True,0,39600.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22220,False,True
False,False,True,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21076,False,True
False,False,False,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,22485,False,True
False,False,False,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2927,False,False,False,Sales staff,2.0,True,10788,False,True
True,True,True,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-3668,False,True,False,,5.0,False,13300,True,False
False,True,False,0,382500.0,Working,Higher education,Married,House / apartment,-3965,True,True,False,,2.0,False,15435,False,True
False,True,True,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,3.0,False,20661,True,False
False,False,False,2,72000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2265,True,False,False,Sales staff,4.0,True,12417,True,False
False,False,False,0,166500.0,State servant,Secondary / secondary special,Married,House / apartment,-4692,False,True,False,Managers,2.0,True,16416,False,True
False,True,True,2,121500.0,Working,Incomplete higher,Married,House / apartment,-101,True,True,False,Core staff,4.0,True,11327,True,True
False,False,False,0,74061.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-231,False,False,False,Sales staff,1.0,True,8963,False,True
False,False,False,2,225000.0,Working,Secondary / secondary special,Married,With parents,-2361,False,False,False,Sales staff,4.0,True,12244,True,False
False,False,True,0,110250.0,State servant,Secondary / secondary special,Married,House / apartment,-2403,False,False,True,,2.0,False,17782,False,True
False,True,False,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-2142,False,False,False,Laborers,1.0,True,13546,False,True
False,False,True,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,24074,False,True
True,True,True,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-5326,False,False,False,Drivers,1.0,True,14064,False,True
True,True,False,0,360000.0,State servant,Higher education,Married,House / apartment,-1923,False,False,False,,2.0,False,9983,False,True
False,False,True,1,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-3093,False,False,True,Accountants,3.0,True,14069,True,False
True,True,False,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-1688,False,False,False,Laborers,2.0,True,17249,False,False
False,False,False,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-5507,False,True,False,,2.0,False,17143,False,False
False,False,True,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-6930,False,False,False,High skill tech staff,2.0,True,20459,False,False
True,True,True,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2483,True,False,False,Drivers,2.0,True,19782,False,True
False,False,True,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-5437,False,False,False,Medicine staff,1.0,True,23341,False,True
False,True,True,1,135000.0,Working,Higher education,Married,House / apartment,-721,False,False,False,,3.0,False,12071,True,False
False,True,True,0,157500.0,Working,Higher education,Married,House / apartment,-2437,False,False,False,,2.0,False,10388,False,False
False,False,False,0,67500.0,Working,Secondary / secondary special,Married,With parents,-8691,True,True,False,Medicine staff,2.0,True,15675,False,False
False,False,False,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,23598,False,False
True,True,True,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1711,False,False,False,Laborers,2.0,True,14887,True,False
True,True,True,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-2215,False,False,False,Drivers,3.0,True,14163,True,False
True,True,True,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-4813,False,False,False,Laborers,4.0,True,13059,True,True
True,True,False,0,234000.0,Commercial associate,Incomplete higher,Married,House / apartment,-1934,False,True,False,,2.0,False,10784,False,False
False,False,True,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21518,False,False
False,False,False,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,-3109,True,True,False,Core staff,3.0,True,12580,True,True
False,False,False,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-235,False,False,False,Sales staff,3.0,True,14438,True,True
False,False,True,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21740,False,False
False,False,True,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21454,False,True
False,True,True,0,54000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-1537,False,False,False,Medicine staff,1.0,True,8627,False,True
True,True,True,0,225000.0,Pensioner,Higher education,Married,House / apartment,365243,False,False,False,,2.0,False,24166,False,False
True,False,False,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3535,False,False,False,Laborers,5.0,True,14243,True,False
True,False,True,0,143100.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,True,False,,2.0,False,22776,False,False
True,True,True,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-2727,True,True,False,,2.0,False,16337,False,True
False,False,True,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2330,False,False,False,,3.0,False,11598,True,True
False,False,True,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-1651,False,False,False,Medicine staff,1.0,True,20929,False,False
False,True,False,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,False,False,,1.0,False,23328,False,True
True,True,True,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-3304,True,True,False,Drivers,4.0,True,16468,True,True
True,True,True,0,382500.0,Working,Higher education,Married,House / apartment,-1748,False,True,False,IT staff,2.0,True,11864,False,True
False,False,True,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,23770,False,True
False,True,True,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,False,True,False,,1.0,False,22504,False,False
True,False,True,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-659,True,False,False,Security staff,2.0,True,23093,False,False
True,False,True,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-4606,False,False,False,Laborers,4.0,True,11462,True,True
False,True,False,1,157500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-1325,False,False,False,Sales staff,3.0,True,11307,True,True
False,True,False,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,-219,True,False,False,Sales staff,2.0,True,10068,False,True
False,False,True,0,126000.0,Working,Higher education,Married,House / apartment,-959,False,False,False,Core staff,2.0,True,17871,False,False
True,True,True,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,False,False,False,,2.0,False,21913,False,False
True,True,True,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-1754,True,False,False,Laborers,2.0,True,20113,False,False
False,False,False,0,202500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,False,True,False,,1.0,False,22361,False,True
False,False,False,0,81000.0,Pensioner,Higher education,Single / not married,House / apartment,365243,False,True,False,,1.0,False,23291,False,False
False,True,False,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-1040,True,False,False,High skill tech staff,2.0,True,16314,False,True
